TF (knockdown),Gene Symbol,Logratio(log10),Fold change
Pou5f1,2010005H15Rik,-0.4052,0.3933
Pou5f1,Smarcd3,-0.4055,0.393
Pou5f1,Klhl7,-0.4062,0.3924
Pou5f1,Rtkn,-0.4063,0.3923
Pou5f1,4930429B21Rik,-0.4068,0.3919
Pou5f1,A930024E05Rik,-0.4069,0.3918
Pou5f1,Vstm2l,-0.407,0.3917
Pou5f1,EG620393,-0.4071,0.3916
Pou5f1,Rnf138,-0.4075,0.3912
Pou5f1,Mmp25,-0.4078,0.391
Pou5f1,OTTMUSG00000016571,-0.4078,0.391
Pou5f1,Mszf81,-0.408,0.3908
Pou5f1,Hormad2,-0.4081,0.3907
Pou5f1,Gm129,-0.4088,0.3901
Pou5f1,Casq1,-0.4092,0.3897
Pou5f1,2310042E22Rik,-0.4097,0.3893
Pou5f1,Rab25,-0.4104,0.3886
Pou5f1,BC062127,-0.4104,0.3886
Pou5f1,D430041D05Rik,-0.4105,0.3885
Pou5f1,2410076I21Rik,-0.4109,0.3882
Pou5f1,Utf1,-0.411,0.3881
Pou5f1,Bmpr1b,-0.4117,0.3875
Pou5f1,Oprk1,-0.412,0.3872
Pou5f1,Magee2,-0.4126,0.3867
Pou5f1,1700127D06Rik,-0.4126,0.3867
Pou5f1,1500004F05Rik,-0.413,0.3863
Pou5f1,Hhex,-0.413,0.3863
Pou5f1,LOC632985,-0.4135,0.3859
Pou5f1,LOC433231,-0.4143,0.3852
Pou5f1,Itih5l,-0.4145,0.385
Pou5f1,Pipox,-0.4145,0.385
Pou5f1,LOC380685,-0.4145,0.385
Pou5f1,Lgr6,-0.4148,0.3847
Pou5f1,Arl4a,-0.4151,0.3845
Pou5f1,Zfp607,-0.4155,0.3841
Pou5f1,6430514L14Rik,-0.4159,0.3837
Pou5f1,Lgr4,-0.4161,0.3836
Pou5f1,Jag1,-0.4165,0.3832
Pou5f1,Krt16,-0.4176,0.3822
Pou5f1,A630001G21Rik,-0.4178,0.3821
Pou5f1,C77370,-0.4185,0.3815
Pou5f1,5830416P10Rik,-0.4185,0.3815
Pou5f1,Mybphl,-0.419,0.381
Pou5f1,Nid2,-0.4195,0.3806
Pou5f1,6330514A18Rik,-0.4202,0.38
Pou5f1,Kng1,-0.4202,0.38
Pou5f1,1700013B16Rik,-0.4203,0.3799
Pou5f1,Fthl17,-0.4206,0.3796
Pou5f1,LOC671977,-0.4208,0.3794
Pou5f1,Pgap1,-0.421,0.3793
Pou5f1,Mybpc2,-0.4212,0.3791
Pou5f1,AF067063,-0.4215,0.3788
Pou5f1,Nanos1,-0.4217,0.3787
Pou5f1,X99384,-0.4226,0.3779
Pou5f1,Gm216,-0.4227,0.3778
Pou5f1,Arc,-0.4232,0.3773
Pou5f1,EG237009,-0.4233,0.3773
Pou5f1,Tuba4a,-0.4237,0.3769
Pou5f1,Camk2n1,-0.4244,0.3763
Pou5f1,Tekt1,-0.4254,0.3754
Pou5f1,Ppm1e,-0.4256,0.3753
Pou5f1,Plcxd3,-0.4257,0.3752
Pou5f1,D17H6S56E-5,-0.4262,0.3748
Pou5f1,Scml2,-0.4262,0.3748
Pou5f1,Slc5a4b,-0.4264,0.3746
Pou5f1,4930405N21Rik,-0.4266,0.3744
Pou5f1,5730408K05Rik,-0.4266,0.3744
Pou5f1,Gm1467,-0.427,0.3741
Pou5f1,Elavl4,-0.4287,0.3726
Pou5f1,1700001F09Rik,-0.4288,0.3725
Pou5f1,Krt71,-0.429,0.3723
Pou5f1,Elavl2,-0.4293,0.3721
Pou5f1,Akr1b3,-0.4309,0.3707
Pou5f1,Ggt5,-0.4312,0.3705
Pou5f1,Sox12,-0.4315,0.3702
Pou5f1,Zp3,-0.4321,0.3697
Pou5f1,Pcolce2,-0.4324,0.3694
Pou5f1,Bcl6b,-0.4328,0.3691
Pou5f1,4930455B14Rik,-0.4328,0.3691
Pou5f1,4931423N10Rik,-0.4332,0.3688
Pou5f1,Ltb,-0.4336,0.3684
Pou5f1,Pde2a,-0.4337,0.3683
Pou5f1,Piwil4,-0.4339,0.3682
Pou5f1,Smtnl1,-0.4344,0.3677
Pou5f1,Chd5,-0.4356,0.3667
Pou5f1,Gtsf1l,-0.4356,0.3667
Pou5f1,Timp4,-0.4357,0.3666
Pou5f1,Crmp1,-0.4368,0.3657
Pou5f1,7530404M11Rik,-0.4376,0.365
Pou5f1,Rragb,-0.4379,0.3648
Pou5f1,Kif7,-0.4386,0.3642
Pou5f1,D18Ertd653e,-0.4389,0.3639
Pou5f1,Dcbld1,-0.4394,0.3635
Pou5f1,Nrgn,-0.4396,0.3634
Pou5f1,9630031F12Rik,-0.4397,0.3633
Pou5f1,Scgb1c1,-0.44,0.363
Pou5f1,Nhedc2,-0.44,0.363
Pou5f1,Camk2b,-0.4402,0.3629
Pou5f1,Pgbd1,-0.4403,0.3628
Pou5f1,Hrh3,-0.4413,0.3619
Pou5f1,Slfn4,-0.4413,0.3619
Pou5f1,Matn3,-0.4417,0.3616
Pou5f1,Ftcd,-0.4421,0.3613
Pou5f1,Ccdc3,-0.4421,0.3613
Pou5f1,C330013F16Rik,-0.4421,0.3613
Pou5f1,Rerg,-0.4424,0.361
Pou5f1,EG209550,-0.4427,0.3608
Pou5f1,Kng2,-0.4428,0.3607
Pou5f1,Rlbp1,-0.4429,0.3606
Pou5f1,Hormad1,-0.443,0.3605
Pou5f1,Tet1,-0.4435,0.3601
Pou5f1,Klk1b26,-0.4445,0.3593
Pou5f1,Pla2g1b,-0.4447,0.3591
Pou5f1,Ppef2,-0.445,0.3589
Pou5f1,Sulf1,-0.445,0.3589
Pou5f1,1700018B24Rik,-0.445,0.3589
Pou5f1,C230035I16Rik,-0.4455,0.3585
Pou5f1,Gcm2,-0.4461,0.358
Pou5f1,1700129I15Rik,-0.4462,0.3579
Pou5f1,Mia1,-0.4466,0.3576
Pou5f1,1700029M20Rik,-0.4473,0.357
Pou5f1,Aldoart2,-0.4479,0.3565
Pou5f1,Pdzd3,-0.4479,0.3565
Pou5f1,Ctbp2,-0.448,0.3564
Pou5f1,Cep55,-0.448,0.3564
Pou5f1,Egr1,-0.4485,0.356
Pou5f1,Gm1322,-0.4486,0.3559
Pou5f1,2510003D18Rik,-0.4498,0.3549
Pou5f1,A730094L24Rik,-0.4502,0.3546
Pou5f1,Madcam1,-0.4504,0.3544
Pou5f1,Clps,-0.451,0.3539
Pou5f1,Tmprss6,-0.4511,0.3539
Pou5f1,C430049E01Rik,-0.4519,0.3532
Pou5f1,1810054D07Rik,-0.4524,0.3528
Pou5f1,Tcfec,-0.4531,0.3522
Pou5f1,D16Ertd472e,-0.4531,0.3522
Pou5f1,Epx,-0.4532,0.3522
Pou5f1,Mras,-0.4542,0.3513
Pou5f1,EG666591,-0.4546,0.351
Pou5f1,Fblim1,-0.4546,0.351
Pou5f1,Cyb5r2,-0.4559,0.35
Pou5f1,A430010J10Rik,-0.4563,0.3497
Pou5f1,BC042720,-0.4565,0.3495
Pou5f1,Gtlf3a,-0.4565,0.3495
Pou5f1,Acsbg2,-0.4571,0.349
Pou5f1,Cnga3,-0.4584,0.348
Pou5f1,Zfp365,-0.4588,0.3476
Pou5f1,Hist1h1t,-0.4588,0.3476
Pou5f1,Abi3,-0.4595,0.3471
Pou5f1,A430104N18Rik,-0.4597,0.3469
Pou5f1,Car14,-0.4608,0.346
Pou5f1,Otx2os1,-0.4614,0.3456
Pou5f1,Tac2,-0.4615,0.3455
Pou5f1,Hus1b,-0.4616,0.3454
Pou5f1,Hoxb1,-0.4617,0.3453
Pou5f1,A630081D01Rik,-0.4624,0.3448
Pou5f1,Lctl,-0.4626,0.3446
Pou5f1,Zfp57,-0.4628,0.3445
Pou5f1,Cyct,-0.4629,0.3444
Pou5f1,Tmem40,-0.4635,0.3439
Pou5f1,Gfpt2,-0.4637,0.3437
Pou5f1,A130092J06Rik,-0.4638,0.3437
Pou5f1,LOC671629,-0.4651,0.3426
Pou5f1,Sap30,-0.4653,0.3425
Pou5f1,8430410A17Rik,-0.4653,0.3425
Pou5f1,BC048609,-0.4656,0.3422
Pou5f1,Tcstv1,-0.4662,0.3418
Pou5f1,LOC671464,-0.4665,0.3415
Pou5f1,2410057H14Rik,-0.4673,0.3409
Pou5f1,EG622052,-0.4674,0.3408
Pou5f1,Pax8,-0.4674,0.3408
Pou5f1,Jsrp1,-0.4677,0.3406
Pou5f1,Wdr20b,-0.4682,0.3402
Pou5f1,Ltbp4,-0.4687,0.3398
Pou5f1,Atcay,-0.469,0.3396
Pou5f1,Hsd17b11,-0.4691,0.3395
Pou5f1,2610305D13Rik,-0.4692,0.3394
Pou5f1,2210418O10Rik,-0.4692,0.3394
Pou5f1,Tcstv3,-0.4693,0.3393
Pou5f1,LOC384671,-0.4694,0.3393
Pou5f1,Rapgef3,-0.4697,0.339
Pou5f1,9330199F22Rik,-0.4704,0.3385
Pou5f1,Plekha4,-0.4713,0.3378
Pou5f1,Fetub,-0.4715,0.3376
Pou5f1,EG380907,-0.4716,0.3375
Pou5f1,Klf2,-0.4717,0.3375
Pou5f1,Zscan4c,-0.4718,0.3374
Pou5f1,Gm364,-0.472,0.3372
Pou5f1,Rbm41,-0.4721,0.3372
Pou5f1,Olig3,-0.4721,0.3372
Pou5f1,Nostrin,-0.4722,0.3371
Pou5f1,1700027L20Rik,-0.4722,0.3371
Pou5f1,EG328280,-0.4724,0.3369
Pou5f1,9430041J12Rik,-0.4727,0.3367
Pou5f1,Popdc3,-0.4731,0.3364
Pou5f1,Pde4d,-0.4733,0.3362
Pou5f1,OTTMUSG00000018358,-0.4743,0.3355
Pou5f1,1190003J15Rik,-0.4744,0.3354
Pou5f1,Pqlc1,-0.4745,0.3353
Pou5f1,Zfp532,-0.4753,0.3347
Pou5f1,Rpl39l,-0.4755,0.3345
Pou5f1,Ptgds,-0.4764,0.3338
Pou5f1,Kcnj3,-0.4765,0.3338
Pou5f1,Maml2,-0.4769,0.3335
Pou5f1,Kcnq2,-0.4775,0.333
Pou5f1,Ceacam20,-0.4778,0.3328
Pou5f1,AI427809,-0.4779,0.3327
Pou5f1,EG626231,-0.4792,0.3317
Pou5f1,EG328314,-0.4804,0.3308
Pou5f1,Hsf2bp,-0.4816,0.3299
Pou5f1,Slc4a5,-0.4819,0.3296
Pou5f1,Txlnb,-0.4821,0.3295
Pou5f1,Myh3,-0.4827,0.329
Pou5f1,Ngfr,-0.4832,0.3287
Pou5f1,Lyl1,-0.4832,0.3287
Pou5f1,Wscd1,-0.4846,0.3276
Pou5f1,1700019A02Rik,-0.4849,0.3274
Pou5f1,Crhbp,-0.4853,0.3271
Pou5f1,Fbxo24,-0.4854,0.327
Pou5f1,4933403O03Rik,-0.4856,0.3268
Pou5f1,Dapp1,-0.487,0.3258
Pou5f1,ND6,-0.4873,0.3256
Pou5f1,Oas2,-0.4887,0.3245
Pou5f1,Parp12,-0.4888,0.3244
Pou5f1,Ttyh1,-0.4897,0.3238
Pou5f1,Bst1,-0.4913,0.3226
Pou5f1,Fbxw10,-0.4915,0.3224
Pou5f1,AW146299,-0.4919,0.3221
Pou5f1,BC033916,-0.4921,0.322
Pou5f1,Krtap16-8,-0.4923,0.3218
Pou5f1,Atp13a4,-0.4927,0.3215
Pou5f1,AI467606,-0.494,0.3206
Pou5f1,Aplp1,-0.4942,0.3204
Pou5f1,2410080I02Rik,-0.4944,0.3203
Pou5f1,Rex2,-0.4948,0.32
Pou5f1,Tcea3,-0.4948,0.32
Pou5f1,Sly,-0.4953,0.3196
Pou5f1,D12Ertd553e,-0.496,0.3191
Pou5f1,4931440P22Rik,-0.4964,0.3188
Pou5f1,EG628541,-0.4967,0.3186
Pou5f1,Klf5,-0.4973,0.3181
Pou5f1,Shisa2,-0.4975,0.318
Pou5f1,Stk22s1,-0.4976,0.3179
Pou5f1,LOC672677,-0.4979,0.3177
Pou5f1,Tmc5,-0.4979,0.3177
Pou5f1,BC028528,-0.498,0.3176
Pou5f1,Pcaf,-0.4989,0.317
Pou5f1,4930500O09Rik,-0.4994,0.3166
Pou5f1,Actn3,-0.4995,0.3165
Pou5f1,Mtap7d3,-0.5,0.3162
Pou5f1,Asz1,-0.5004,0.3159
Pou5f1,4930432N10Rik,-0.5007,0.3157
Pou5f1,Akr1c18,-0.5012,0.3153
Pou5f1,Cyp2c54,-0.5012,0.3153
Pou5f1,Tm7sf4,-0.5014,0.3152
Pou5f1,Slc6a15,-0.5022,0.3146
Pou5f1,Nefh,-0.5023,0.3145
Pou5f1,Tspan32,-0.5033,0.3138
Pou5f1,Cyp2b23,-0.5041,0.3132
Pou5f1,Calb2,-0.5043,0.3131
Pou5f1,Egfl6,-0.5053,0.3123
Pou5f1,Angptl4,-0.5057,0.3121
Pou5f1,Spata22,-0.5065,0.3115
Pou5f1,Nr1d2,-0.5077,0.3106
Pou5f1,Apobec3,-0.5078,0.3105
Pou5f1,Adamtsl1,-0.5078,0.3105
Pou5f1,Slc35f2,-0.5079,0.3105
Pou5f1,Ifitm3,-0.5089,0.3098
Pou5f1,Cd37,-0.51,0.309
Pou5f1,Wnt3a,-0.5118,0.3077
Pou5f1,Ell2,-0.5121,0.3075
Pou5f1,Vpreb3,-0.5122,0.3074
Pou5f1,Nrxn1,-0.5124,0.3073
Pou5f1,Ccdc85a,-0.5126,0.3071
Pou5f1,Fstl5,-0.5137,0.3064
Pou5f1,Tnfsf12-tnfsf13,-0.5137,0.3064
Pou5f1,4930568B11Rik,-0.514,0.3061
Pou5f1,Soat2,-0.5142,0.306
Pou5f1,Igkv4-90,-0.5146,0.3057
Pou5f1,Pnpla3,-0.5155,0.3051
Pou5f1,Dnajb13,-0.5157,0.305
Pou5f1,Dmd,-0.5162,0.3046
Pou5f1,6330403M23Rik,-0.517,0.304
Pou5f1,Usp28,-0.518,0.3033
Pou5f1,4933408N05Rik,-0.5183,0.3031
Pou5f1,Fbxw16,-0.5185,0.303
Pou5f1,Slc22a20,-0.5188,0.3028
Pou5f1,Spats1,-0.5198,0.3021
Pou5f1,Cbr3,-0.5199,0.302
Pou5f1,Zfp423,-0.5211,0.3012
Pou5f1,9930022N03Rik,-0.5211,0.3012
Pou5f1,Slc35d3,-0.5232,0.2997
Pou5f1,2310069B03Rik,-0.5233,0.2997
Pou5f1,En2,-0.5233,0.2997
Pou5f1,A530040E14Rik,-0.5234,0.2996
Pou5f1,Nlrp9b,-0.5236,0.2995
Pou5f1,Ptger2,-0.5238,0.2993
Pou5f1,Slco4a1,-0.5239,0.2992
Pou5f1,Ntn1,-0.524,0.2992
Pou5f1,Tcra-V8,-0.524,0.2992
Pou5f1,AF067061,-0.524,0.2992
Pou5f1,Akr1b7,-0.5257,0.298
Pou5f1,D430040L24Rik,-0.5257,0.298
Pou5f1,Trim67,-0.5257,0.298
Pou5f1,Zfp42,-0.5258,0.2979
Pou5f1,Eps8,-0.5259,0.2979
Pou5f1,RP23-64F17.3,-0.5261,0.2977
Pou5f1,Tmem45b,-0.527,0.2971
Pou5f1,Ott,-0.5274,0.2968
Pou5f1,2410004I01Rik,-0.5282,0.2963
Pou5f1,Sept1,-0.5284,0.2962
Pou5f1,Zic2,-0.5297,0.2953
Pou5f1,Cyp2b19,-0.5301,0.295
Pou5f1,Spock3,-0.5302,0.2949
Pou5f1,Clca4,-0.5303,0.2949
Pou5f1,Fhod3,-0.532,0.2937
Pou5f1,Gsta1,-0.5323,0.2935
Pou5f1,5033426E14Rik,-0.5328,0.2932
Pou5f1,Phf11,-0.5331,0.293
Pou5f1,BC052688,-0.5333,0.2928
Pou5f1,Cth,-0.5336,0.2926
Pou5f1,Abcb1a,-0.5342,0.2922
Pou5f1,Meox1,-0.5352,0.2916
Pou5f1,Ptprj,-0.5355,0.2914
Pou5f1,Ushbp1,-0.5357,0.2912
Pou5f1,Gli2,-0.5357,0.2912
Pou5f1,2300006N05Rik,-0.5365,0.2907
Pou5f1,Mmrn2,-0.5366,0.2906
Pou5f1,1700126G02Rik,-0.5371,0.2903
Pou5f1,Ube1y1,-0.5383,0.2895
Pou5f1,1700029I01Rik,-0.5389,0.2891
Pou5f1,Htr1b,-0.5393,0.2888
Pou5f1,Dtx3l,-0.5397,0.2886
Pou5f1,EG434459,-0.5408,0.2878
Pou5f1,Slc12a8,-0.5411,0.2876
Pou5f1,7420416P09Rik,-0.5412,0.2876
Pou5f1,LOC434061,-0.5416,0.2873
Pou5f1,Gpr1,-0.543,0.2864
Pou5f1,Gm867,-0.5439,0.2858
Pou5f1,Adam25,-0.544,0.2857
Pou5f1,LOC433782,-0.5445,0.2854
Pou5f1,Jakmip2,-0.5449,0.2851
Pou5f1,Lrrc2,-0.5457,0.2846
Pou5f1,D19Ertd652e,-0.5467,0.2839
Pou5f1,Bdh2,-0.5468,0.2839
Pou5f1,Usp9y,-0.5481,0.283
Pou5f1,Ccnd1,-0.5481,0.283
Pou5f1,Zbp1,-0.5484,0.2828
Pou5f1,LOC432488,-0.5486,0.2827
Pou5f1,Mtss1,-0.549,0.2824
Pou5f1,4930533B18Rik,-0.5493,0.2822
Pou5f1,4930599N23Rik,-0.5497,0.282
Pou5f1,Ddx58,-0.5514,0.2809
Pou5f1,5430421B17,-0.5524,0.2802
Pou5f1,Hfe2,-0.5526,0.2801
Pou5f1,Gm189,-0.5528,0.28
Pou5f1,Sall3,-0.5535,0.2795
Pou5f1,Olfr147,-0.5554,0.2783
Pou5f1,Sfrp1,-0.557,0.2773
Pou5f1,Prok2,-0.5571,0.2772
Pou5f1,Mcam,-0.5578,0.2768
Pou5f1,B020006M18Rik,-0.5586,0.2763
Pou5f1,Odz1,-0.5596,0.2756
Pou5f1,2200001I15Rik,-0.5597,0.2756
Pou5f1,E430002G05Rik,-0.5603,0.2752
Pou5f1,Krt17,-0.5605,0.2751
Pou5f1,Stc2,-0.5614,0.2745
Pou5f1,Scn3a,-0.5618,0.2742
Pou5f1,XM_145358,-0.5624,0.2739
Pou5f1,Zfp371,-0.5628,0.2736
Pou5f1,Parp14,-0.563,0.2735
Pou5f1,LOC245202,-0.5638,0.273
Pou5f1,LOC380994,-0.5639,0.2729
Pou5f1,Slc43a1,-0.5644,0.2726
Pou5f1,Tex14,-0.5648,0.2723
Pou5f1,Ccdc113,-0.5658,0.2717
Pou5f1,Zfp296,-0.5661,0.2715
Pou5f1,EG434279,-0.5668,0.2711
Pou5f1,LOC385211,-0.5669,0.271
Pou5f1,Aire,-0.567,0.271
Pou5f1,9430073N08Rik,-0.5687,0.2699
Pou5f1,D14Ertd668e,-0.5689,0.2698
Pou5f1,Gabra1,-0.5708,0.2686
Pou5f1,Cd200r2,-0.5718,0.268
Pou5f1,Nsg2,-0.5719,0.2679
Pou5f1,Jph4,-0.5725,0.2676
Pou5f1,Meox2,-0.5726,0.2675
Pou5f1,Pla2g4e,-0.5726,0.2675
Pou5f1,EG545253,-0.5734,0.267
Pou5f1,2310030A07Rik,-0.5744,0.2664
Pou5f1,Xkr5,-0.5746,0.2663
Pou5f1,EG619959,-0.575,0.266
Pou5f1,EG666675,-0.5758,0.2655
Pou5f1,Ebf1,-0.5759,0.2655
Pou5f1,Myl7,-0.5759,0.2655
Pou5f1,Cyp2c44,-0.5776,0.2644
Pou5f1,9430069I07Rik,-0.5793,0.2634
Pou5f1,Brunol4,-0.5796,0.2632
Pou5f1,6430411K18Rik,-0.58,0.263
Pou5f1,LOC432715,-0.5809,0.2624
Pou5f1,Ptprv,-0.581,0.2624
Pou5f1,Kcnh8,-0.5818,0.2619
Pou5f1,Nt5e,-0.5818,0.2619
Pou5f1,Rarg,-0.5824,0.2615
Pou5f1,Tgm1,-0.5829,0.2612
Pou5f1,4930509E16Rik,-0.5852,0.2598
Pou5f1,D1pas1,-0.5852,0.2598
Pou5f1,Kctd8,-0.5861,0.2593
Pou5f1,Aadac,-0.5861,0.2593
Pou5f1,Cass4,-0.5866,0.259
Pou5f1,Slc23a1,-0.588,0.2582
Pou5f1,Ppm1j,-0.5891,0.2575
Pou5f1,Laptm5,-0.5894,0.2573
Pou5f1,LOC667666,-0.5902,0.2569
Pou5f1,EG666099,-0.5902,0.2569
Pou5f1,OTTMUSG00000010537,-0.5926,0.2555
Pou5f1,F2,-0.5931,0.2552
Pou5f1,Gad1,-0.5937,0.2548
Pou5f1,Liph,-0.5938,0.2548
Pou5f1,EG666692,-0.5944,0.2544
Pou5f1,Rhox10,-0.5946,0.2543
Pou5f1,Dock10,-0.5946,0.2543
Pou5f1,Nlrp4f,-0.5959,0.2535
Pou5f1,LOC73899,-0.5965,0.2532
Pou5f1,1190005I06Rik,-0.5967,0.2531
Pou5f1,Bcl11a,-0.5967,0.2531
Pou5f1,Gpa33,-0.5984,0.2521
Pou5f1,Bnc2,-0.5989,0.2518
Pou5f1,Cpvl,-0.5998,0.2513
Pou5f1,Etv4,-0.5999,0.2512
Pou5f1,B930011P16Rik,-0.6002,0.251
Pou5f1,T,-0.601,0.2506
Pou5f1,Hfm1,-0.6015,0.2503
Pou5f1,Pcdh21,-0.6017,0.2502
Pou5f1,Cyp2b10,-0.6019,0.25
Pou5f1,Notum,-0.6022,0.2499
Pou5f1,Gzmd,-0.6022,0.2499
Pou5f1,P2ry6,-0.6023,0.2498
Pou5f1,LOC671950,-0.6028,0.2495
Pou5f1,Trim2,-0.6036,0.2491
Pou5f1,Hpca,-0.6044,0.2486
Pou5f1,Camk1d,-0.6046,0.2485
Pou5f1,Igfbpl1,-0.6048,0.2484
Pou5f1,Otx2,-0.6057,0.2479
Pou5f1,Lef1,-0.6059,0.2477
Pou5f1,Itgb7,-0.6076,0.2468
Pou5f1,Gm1631,-0.6091,0.2459
Pou5f1,Tet2,-0.61,0.2454
Pou5f1,Pcyt1b,-0.61,0.2454
Pou5f1,BC080695,-0.6103,0.2453
Pou5f1,Tpo,-0.6105,0.2451
Pou5f1,A830035A12Rik,-0.612,0.2443
Pou5f1,Tmem45a,-0.6123,0.2441
Pou5f1,Fjx1,-0.6131,0.2437
Pou5f1,Xdh,-0.6139,0.2432
Pou5f1,C730007P19Rik,-0.6156,0.2423
Pou5f1,1700022P22Rik,-0.6158,0.2422
Pou5f1,EG653016,-0.6162,0.2419
Pou5f1,C330048F19,-0.6177,0.2411
Pou5f1,Coch,-0.6218,0.2388
Pou5f1,Mfng,-0.6221,0.2387
Pou5f1,Clcnkb,-0.6228,0.2383
Pou5f1,Usp26,-0.6244,0.2374
Pou5f1,Gtsf1,-0.625,0.2371
Pou5f1,Pdcl2,-0.6251,0.237
Pou5f1,4932412D23Rik,-0.6251,0.237
Pou5f1,Cdyl2,-0.6269,0.2361
Pou5f1,Rnf125,-0.628,0.2355
Pou5f1,Upp1,-0.6281,0.2354
Pou5f1,LOC671025,-0.6285,0.2352
Pou5f1,Usp44,-0.6295,0.2346
Pou5f1,Clca1,-0.6308,0.2339
Pou5f1,Duxbl,-0.6308,0.2339
Pou5f1,Gsg1,-0.6323,0.2331
Pou5f1,OTTMUSG00000008833,-0.6329,0.2328
Pou5f1,Ucp1,-0.6352,0.2316
Pou5f1,Foxp1,-0.6365,0.2309
Pou5f1,Il17d,-0.6366,0.2308
Pou5f1,Gjb1,-0.6391,0.2295
Pou5f1,2500002B13Rik,-0.6416,0.2282
Pou5f1,Slc1a3,-0.6417,0.2281
Pou5f1,Prmt8,-0.6424,0.2278
Pou5f1,D730003K21Rik,-0.6431,0.2274
Pou5f1,Exoc3l,-0.6442,0.2268
Pou5f1,Aim2,-0.6472,0.2253
Pou5f1,Frmd4a,-0.6485,0.2246
Pou5f1,8430430B14Rik,-0.6489,0.2244
Pou5f1,Fgf4,-0.65,0.2238
Pou5f1,Mlana,-0.6504,0.2236
Pou5f1,BC020535,-0.6525,0.2225
Pou5f1,Cylc1,-0.6527,0.2224
Pou5f1,Prdm5,-0.6529,0.2223
Pou5f1,Dppa5a,-0.6531,0.2222
Pou5f1,6332401O19Rik,-0.6537,0.2219
Pou5f1,1700029P11Rik,-0.6539,0.2218
Pou5f1,Trim52,-0.6553,0.2211
Pou5f1,Nodal,-0.6556,0.221
Pou5f1,Cyp3a13,-0.6564,0.2205
Pou5f1,Fez1,-0.6574,0.22
Pou5f1,Trps1,-0.6577,0.2199
Pou5f1,4631416L12Rik,-0.6578,0.2198
Pou5f1,C130092O11Rik,-0.6578,0.2198
Pou5f1,C130090K23Rik,-0.6589,0.2193
Pou5f1,L1td1,-0.659,0.2192
Pou5f1,Tcf15,-0.6595,0.219
Pou5f1,Il27ra,-0.6598,0.2188
Pou5f1,LOC435751,-0.6632,0.2171
Pou5f1,Apof,-0.6643,0.2166
Pou5f1,Slc7a7,-0.6653,0.2161
Pou5f1,Apobec1,-0.6654,0.216
Pou5f1,Fcgr2b,-0.6666,0.2154
Pou5f1,Neb,-0.6677,0.2149
Pou5f1,Tdgf1,-0.6685,0.2145
Pou5f1,Ms4a10,-0.6709,0.2133
Pou5f1,Gm1679,-0.6718,0.2129
Pou5f1,D630039A03Rik,-0.672,0.2128
Pou5f1,EG226654,-0.6722,0.2127
Pou5f1,Usp50,-0.6725,0.2125
Pou5f1,2310043M15Rik,-0.6743,0.2116
Pou5f1,Dpys,-0.6777,0.21
Pou5f1,Lrfn2,-0.679,0.2094
Pou5f1,C330004P14Rik,-0.683,0.2074
Pou5f1,Pla1a,-0.685,0.2065
Pou5f1,Galnt9,-0.6863,0.2059
Pou5f1,EG266459,-0.6869,0.2056
Pou5f1,Cubn,-0.6884,0.2049
Pou5f1,Ms4a6d,-0.6893,0.2045
Pou5f1,1700042O10Rik,-0.6935,0.2025
Pou5f1,Pnma2,-0.6939,0.2023
Pou5f1,AI504432,-0.6974,0.2007
Pou5f1,Spns3,-0.6988,0.2
Pou5f1,C330004M20Rik,-0.6988,0.2
Pou5f1,Stmn2,-0.6992,0.1998
Pou5f1,Fzd5,-0.7018,0.1987
Pou5f1,LOC433219,-0.702,0.1986
Pou5f1,Btnl1,-0.7039,0.1977
Pou5f1,March11,-0.7061,0.1967
Pou5f1,Sned1,-0.7067,0.1964
Pou5f1,Pabpc3,-0.7092,0.1953
Pou5f1,Pllp,-0.711,0.1945
Pou5f1,Manba,-0.7115,0.1943
Pou5f1,Grp,-0.7117,0.1942
Pou5f1,Pbp2,-0.7152,0.1926
Pou5f1,Sgk2,-0.7159,0.1923
Pou5f1,Tmprss11d,-0.7194,0.1908
Pou5f1,Hsd17b14,-0.721,0.1901
Pou5f1,2410081M15Rik,-0.7215,0.1898
Pou5f1,EG432988,-0.7227,0.1893
Pou5f1,Cps1,-0.7239,0.1888
Pou5f1,Zfp459,-0.725,0.1883
Pou5f1,Myo1g,-0.7271,0.1874
Pou5f1,Pcdh8,-0.7271,0.1874
Pou5f1,Rhbg,-0.7273,0.1873
Pou5f1,Dok2,-0.7291,0.1865
Pou5f1,Zfp819,-0.7336,0.1846
Pou5f1,4930558O21Rik,-0.7341,0.1844
Pou5f1,Pdha2,-0.7342,0.1844
Pou5f1,Clca3,-0.7354,0.1839
Pou5f1,EG668730,-0.7363,0.1835
Pou5f1,4930434E21Rik,-0.7398,0.182
Pou5f1,Phc1,-0.7398,0.182
Pou5f1,Lefty2,-0.7403,0.1818
Pou5f1,Abcb5,-0.7416,0.1813
Pou5f1,Nmnat2,-0.7431,0.1806
Pou5f1,Pzp,-0.748,0.1786
Pou5f1,9130401L11Rik,-0.7502,0.1777
Pou5f1,Rasgrp2,-0.7512,0.1773
Pou5f1,Acoxl,-0.7515,0.1772
Pou5f1,Cabp4,-0.7516,0.1771
Pou5f1,9030617O03Rik,-0.7544,0.176
Pou5f1,Rlbp1l2,-0.7562,0.1753
Pou5f1,Zic5,-0.7605,0.1735
Pou5f1,2410152P15Rik,-0.7618,0.173
Pou5f1,2410088K16Rik,-0.7633,0.1724
Pou5f1,Stat4,-0.7636,0.1723
